doctor_id,hospital_type,response,satisfaction
2920,large,1,4
2921,large,0,NA
2922,large,1,4
2923,large,1,4
2924,small,0,NA
2925,medium,1,3
2926,large,1,2
2927,medium,0,NA
2928,medium,0,NA
2929,small,0,NA
2930,large,1,5
2931,large,1,5
2932,small,0,NA
2933,large,1,4
2934,medium,0,NA
2935,small,0,NA
2936,small,0,NA
2937,small,0,NA
2938,medium,0,NA
2939,medium,0,NA
2940,small,1,1
2941,small,0,NA
2942,small,1,3
2943,large,1,5
2944,small,1,4
2945,medium,0,NA
2946,large,1,5
2947,large,1,4
2948,large,1,5
2949,medium,0,NA
2950,small,0,NA
2951,small,0,NA
2952,medium,1,3
2953,medium,1,3
2954,small,0,NA
2955,small,0,NA
2956,small,0,NA
2957,medium,0,NA
2958,medium,0,NA
2959,large,1,2
2960,small,1,5
2961,large,0,NA
2962,small,0,NA
2963,medium,0,NA
2964,small,0,NA
2965,medium,1,5
2966,medium,1,4
2967,small,1,4
2968,large,0,NA
2969,small,0,NA
2970,medium,0,NA
2971,large,1,4
2972,medium,1,4
2973,large,1,5
2974,medium,0,NA
2975,large,1,4
2976,large,1,3
2977,medium,0,NA
2978,medium,1,2
2979,medium,0,NA
2980,small,0,NA
2981,medium,1,4
2982,medium,1,5
2983,small,0,NA
2984,large,1,5
2985,medium,1,1
2986,small,0,NA
2987,medium,0,NA
2988,large,0,NA
2989,small,0,NA
2990,medium,1,4
2991,small,0,NA
2992,medium,0,NA
2993,small,1,5
2994,medium,1,3
2995,medium,0,NA
2996,small,0,NA
2997,large,0,NA
2998,medium,0,NA
2999,small,0,NA
3000,small,0,NA
3001,small,0,NA
3002,small,0,NA
3003,small,0,NA
3004,small,0,NA
3005,small,0,NA
3006,medium,0,NA
3007,medium,0,NA
3008,medium,1,4
3009,large,1,5
3010,medium,0,NA
3011,small,0,NA
3012,small,0,NA
3013,large,1,3
3014,small,0,NA
3015,medium,0,NA
3016,small,0,NA
3017,large,1,5
3018,medium,1,3
3019,small,0,NA
3020,medium,0,NA
3021,small,0,NA
3022,small,1,5
3023,medium,0,NA
3024,small,0,NA
3025,large,0,NA
3026,large,1,5
3027,large,1,5
3028,medium,1,3
3029,large,0,NA
3030,small,0,NA
3031,medium,1,2
3032,medium,0,NA
3033,medium,1,4
3034,small,0,NA
3035,small,0,NA
3036,small,0,NA
3037,medium,0,NA
3038,large,1,5
3039,medium,1,5
3040,large,1,4
3041,large,1,3
3042,small,0,NA
3043,small,0,NA
3044,medium,1,3
3045,medium,1,5
3046,medium,0,NA
3047,small,0,NA
3048,medium,1,4
3049,large,1,4
3050,small,0,NA
3051,large,1,3
3052,small,0,NA
3053,medium,1,4
3054,large,1,4
3055,small,0,NA
3056,large,1,5
3057,medium,0,NA
3058,small,0,NA
3059,medium,1,3
3060,small,0,NA
3061,medium,0,NA
3062,medium,0,NA
3063,medium,0,NA
3064,large,1,5
3065,large,1,5
3066,medium,0,NA
3067,small,0,NA
3068,large,1,5
3069,small,0,NA
3070,large,1,4
3071,small,0,NA
3072,large,0,NA
3073,medium,1,5
3074,large,1,3
3075,large,0,NA
3076,medium,0,NA
3077,small,0,NA
3078,medium,0,NA
3079,large,1,5
3080,large,1,5
3081,medium,0,NA
3082,small,0,NA
3083,large,1,4
3084,medium,0,NA
3085,medium,1,3
3086,small,0,NA
3087,large,1,2
3088,large,0,NA
3089,small,0,NA
3090,small,0,NA
3091,medium,0,NA
3092,medium,0,NA
3093,medium,0,NA
3094,large,1,3
3095,small,1,4
3096,large,0,NA
3097,large,1,5
3098,medium,0,NA
3099,large,1,2
3100,small,0,NA
3101,small,0,NA
3102,medium,1,3
3103,large,1,4
3104,small,0,NA
3105,medium,0,NA
3106,large,0,NA
3107,medium,1,4
3108,medium,1,2
3109,medium,1,3
3110,small,0,NA
3111,large,1,5
3112,medium,1,5
3113,small,0,NA
3114,medium,0,NA
3115,small,1,1
3116,medium,1,3
3117,large,1,5
3118,large,1,4
3119,large,0,NA
3120,small,1,1
3121,small,1,1
3122,large,0,NA
3123,small,0,NA
3124,medium,0,NA
3125,small,1,4
3126,large,1,3
3127,large,1,5
3128,small,0,NA
3129,medium,1,5
3130,small,0,NA
3131,large,1,5
3132,small,0,NA
3133,medium,0,NA
3134,small,0,NA
3135,large,0,NA
3136,medium,0,NA
3137,large,0,NA
3138,medium,0,NA
3139,medium,1,4
3140,small,0,NA
3141,medium,0,NA
3142,small,0,NA
3143,small,0,NA
3144,small,0,NA
3145,small,0,NA
3146,large,1,5
3147,large,1,4
3148,small,0,NA
3149,large,1,4
3150,large,0,NA
3151,small,0,NA
3152,large,1,5
3153,small,0,NA
3154,small,0,NA
3155,small,0,NA
3156,large,1,5
3157,medium,1,5
3158,medium,0,NA
3159,small,0,NA
3160,medium,0,NA
3161,medium,1,3
3162,medium,0,NA
3163,medium,0,NA
3164,large,1,5
3165,small,0,NA
3166,medium,0,NA
3167,large,1,2
3168,medium,0,NA
3169,large,0,NA
3170,small,0,NA
3171,small,0,NA
3172,medium,0,NA
3173,large,1,5
3174,large,1,5
3175,small,0,NA
3176,small,0,NA
3177,small,0,NA
3178,small,0,NA
3179,medium,1,3
3180,small,0,NA
3181,large,1,5
3182,large,0,NA
3183,medium,0,NA
3184,small,1,1
3185,small,0,NA
3186,large,1,5
3187,large,1,2
3188,small,0,NA
3189,large,1,3
3190,small,0,NA
3191,large,1,4
3192,small,0,NA
3193,large,0,NA
3194,small,0,NA
3195,large,1,5
3196,large,1,3
3197,large,1,4
3198,small,0,NA
3199,large,0,NA
3200,large,0,NA
3201,small,0,NA
3202,medium,0,NA
3203,medium,1,5
3204,medium,0,NA
3205,medium,1,5
3206,small,0,NA
3207,small,1,2
3208,medium,0,NA
3209,small,0,NA
3210,medium,1,3
3211,large,1,2
3212,small,0,NA
3213,large,0,NA
3214,large,0,NA
3215,medium,0,NA
3216,large,0,NA
3217,large,0,NA
3218,medium,0,NA
3219,small,0,NA
3220,large,1,5
3221,large,1,3
3222,small,1,2
3223,large,1,5
3224,medium,0,NA
3225,small,0,NA
3226,small,0,NA
3227,medium,1,2
3228,medium,0,NA
3229,small,0,NA
3230,large,1,5
3231,medium,1,5
3232,small,0,NA
3233,small,0,NA
3234,medium,0,NA
3235,medium,1,4
3236,large,0,NA
3237,medium,1,1
3238,small,1,4
3239,medium,0,NA
3240,medium,0,NA
3241,small,0,NA
3242,large,1,5
3243,small,1,2
3244,small,0,NA
3245,small,0,NA
3246,medium,0,NA
3247,large,0,NA
3248,medium,1,3
3249,medium,0,NA
3250,small,0,NA
3251,medium,0,NA
3252,large,1,5
3253,large,1,3
3254,large,0,NA
3255,medium,0,NA
3256,small,0,NA
3257,large,0,NA
3258,large,1,5
3259,small,0,NA
3260,small,0,NA
3261,large,0,NA
3262,small,0,NA
3263,small,0,NA
3264,medium,1,4
3265,medium,1,2
3266,large,1,5
3267,large,0,NA
3268,medium,0,NA
3269,large,0,NA
3270,large,1,5
3271,small,0,NA
3272,large,0,NA
3273,small,1,5
3274,small,0,NA
3275,small,0,NA
3276,medium,0,NA
3277,medium,1,5
3278,large,1,3
3279,large,0,NA
3280,small,0,NA
3281,medium,1,5
3282,medium,0,NA
3283,large,1,2
3284,medium,0,NA
3285,medium,1,5
3286,medium,1,2
3287,medium,0,NA
3288,large,1,5
3289,small,0,NA
3290,large,1,5
3291,medium,1,4
3292,medium,1,2
3293,medium,0,NA
3294,large,1,5
3295,small,0,NA
3296,small,0,NA
3297,large,0,NA
3298,small,0,NA
3299,medium,0,NA
3300,large,0,NA
3301,small,0,NA
3302,small,0,NA
3303,small,0,NA
3304,large,0,NA
3305,small,0,NA
3306,large,1,5
3307,large,0,NA
3308,medium,1,1
3309,medium,0,NA
3310,medium,1,1
3311,medium,1,2
3312,large,1,2
3313,large,0,NA
3314,small,0,NA
3315,large,0,NA
3316,small,0,NA
3317,small,0,NA
3318,large,0,NA
3319,small,1,3
3320,large,1,5
3321,medium,1,5
3322,large,1,5
3323,medium,1,2
3324,medium,1,5
3325,medium,0,NA
3326,medium,0,NA
3327,small,0,NA
3328,medium,0,NA
3329,small,0,NA
3330,small,0,NA
3331,large,1,5
3332,small,1,4
3333,medium,0,NA
3334,medium,1,5
3335,medium,0,NA
3336,large,1,5
3337,medium,1,4
3338,large,1,5
3339,medium,0,NA
3340,large,1,2
3341,small,1,5
3342,large,1,5
3343,medium,0,NA
3344,large,1,5
3345,small,0,NA
3346,medium,0,NA
3347,large,1,3
3348,medium,1,1
3349,large,1,3
3350,small,0,NA
3351,small,0,NA
3352,large,1,5
3353,medium,1,2
3354,medium,1,3
3355,large,1,4
3356,small,1,1
3357,medium,0,NA
3358,medium,1,3
3359,small,0,NA
3360,large,0,NA
3361,small,0,NA
3362,medium,0,NA
3363,medium,0,NA
3364,medium,0,NA
3365,large,1,4
3366,small,0,NA
3367,small,1,3
3368,medium,1,2
3369,small,0,NA
3370,large,1,5
3371,medium,0,NA
3372,large,1,5
3373,large,1,5
3374,small,0,NA
3375,large,1,4
3376,large,1,5
3377,large,1,4
3378,small,0,NA
3379,medium,0,NA
3380,small,0,NA
3381,medium,0,NA
3382,medium,0,NA
3383,large,1,5
3384,large,1,5
3385,large,0,NA
3386,large,1,4
3387,small,0,NA
3388,medium,0,NA
3389,small,0,NA
3390,large,0,NA
3391,small,0,NA
3392,large,1,5
3393,large,1,4
3394,medium,0,NA
3395,large,0,NA
3396,large,1,2
3397,large,1,5
3398,medium,0,NA
3399,medium,0,NA
3400,large,0,NA
3401,medium,0,NA
3402,large,1,2
3403,small,0,NA
3404,medium,0,NA
3405,medium,1,5
3406,large,1,4
3407,small,0,NA
3408,small,0,NA
3409,large,1,5
3410,medium,0,NA
3411,large,1,5
3412,small,1,1
3413,large,1,5
3414,small,1,2
3415,large,1,3
3416,medium,1,4
3417,small,1,1
3418,large,1,4
3419,large,1,5
3420,medium,0,NA
3421,large,1,5
3422,large,1,3
3423,small,0,NA
3424,small,1,2
3425,medium,0,NA
3426,medium,0,NA
3427,large,1,5
3428,small,0,NA
3429,medium,0,NA
3430,small,0,NA
3431,small,1,2
3432,medium,0,NA
3433,medium,1,3
3434,large,1,3
3435,medium,0,NA
3436,large,1,4
3437,large,1,5
3438,small,0,NA
3439,small,1,4
3440,medium,0,NA
3441,small,0,NA
3442,small,0,NA
3443,medium,0,NA
3444,large,0,NA
3445,large,1,5
3446,small,1,3
3447,small,0,NA
3448,large,1,5
3449,small,0,NA
3450,medium,0,NA
3451,medium,1,4
3452,small,0,NA
3453,large,1,5
3454,medium,1,3
3455,large,1,5
3456,medium,0,NA
3457,medium,0,NA
3458,small,0,NA
3459,medium,1,3
3460,large,1,5
3461,medium,0,NA
3462,medium,1,2
3463,small,0,NA
3464,large,1,2
3465,medium,0,NA
3466,small,1,2
3467,medium,0,NA
3468,large,1,3
3469,medium,0,NA
3470,medium,1,3
3471,small,0,NA
3472,small,0,NA
3473,medium,0,NA
3474,large,1,2
3475,medium,0,NA
3476,large,1,4
3477,medium,1,3
3478,large,1,3
3479,large,1,4
3480,small,0,NA
3481,medium,0,NA
3482,medium,1,5
3483,small,0,NA
3484,large,1,5
3485,small,1,3
3486,large,1,5
3487,medium,0,NA
3488,medium,0,NA
3489,small,0,NA
3490,small,0,NA
3491,large,1,5
3492,small,0,NA
3493,medium,1,4
3494,small,0,NA
3495,small,0,NA
3496,medium,0,NA
3497,large,1,2
3498,medium,0,NA
3499,medium,1,2
3500,medium,1,3
3501,large,0,NA
3502,large,0,NA
3503,large,0,NA
3504,medium,0,NA
3505,small,0,NA
3506,large,1,5
3507,small,1,3
3508,small,0,NA
3509,medium,1,3
3510,medium,0,NA
3511,small,1,4
3512,small,0,NA
3513,small,0,NA
3514,small,0,NA
3515,medium,1,3
3516,medium,1,5
3517,large,1,2
3518,large,1,4
3519,large,1,4
3520,large,0,NA
3521,small,0,NA
3522,medium,0,NA
3523,small,0,NA
3524,large,1,5
3525,medium,0,NA
3526,large,0,NA
3527,large,1,5
3528,small,0,NA
3529,medium,0,NA
3530,medium,0,NA
3531,small,0,NA
3532,small,0,NA
3533,small,1,2
3534,medium,0,NA
3535,large,0,NA
3536,small,1,1
3537,medium,0,NA
3538,small,0,NA
3539,large,1,3
3540,small,0,NA
3541,large,0,NA
3542,small,0,NA
3543,medium,1,4
3544,medium,1,3
3545,large,0,NA
3546,small,0,NA
3547,small,0,NA
3548,medium,0,NA
3549,medium,1,3
3550,large,1,5
3551,small,0,NA
3552,large,0,NA
3553,medium,1,4
3554,small,0,NA
3555,large,0,NA
3556,large,0,NA
3557,medium,1,3
3558,medium,1,3
3559,large,1,5
3560,small,0,NA
3561,medium,0,NA
3562,large,0,NA
3563,small,0,NA
3564,large,1,2
3565,large,1,5
3566,medium,0,NA
3567,medium,0,NA
3568,large,1,4
3569,large,0,NA
3570,small,0,NA
3571,large,1,5
3572,large,1,5
3573,large,1,4
3574,small,0,NA
3575,small,1,3
3576,large,0,NA
3577,small,0,NA
3578,large,0,NA
3579,small,0,NA
3580,small,1,3
3581,large,1,3
3582,large,0,NA
3583,large,1,5
3584,large,1,4
3585,large,1,2
3586,small,0,NA
3587,medium,0,NA
3588,large,1,4
3589,small,0,NA
3590,medium,1,3
3591,medium,1,3
3592,medium,0,NA
3593,large,0,NA
3594,small,1,1
3595,large,1,5
3596,small,0,NA
3597,medium,0,NA
3598,large,1,5
3599,small,0,NA
3600,small,0,NA
3601,large,0,NA
3602,small,0,NA
3603,medium,0,NA
3604,medium,0,NA
3605,large,1,4
3606,medium,0,NA
3607,large,1,3
3608,large,1,4
3609,medium,1,3
3610,medium,0,NA
3611,medium,1,5
3612,large,1,3
3613,small,0,NA
3614,small,0,NA
3615,small,0,NA
3616,medium,0,NA
3617,small,0,NA
3618,medium,1,3
3619,medium,0,NA
3620,small,0,NA
3621,small,0,NA
3622,large,1,5
3623,medium,0,NA
3624,large,0,NA
3625,large,0,NA
3626,medium,1,3
3627,large,0,NA
3628,medium,1,3
3629,large,1,2
3630,small,0,NA
3631,small,0,NA
3632,small,0,NA
3633,large,0,NA
3634,small,0,NA
3635,medium,0,NA
3636,medium,1,5
3637,small,0,NA
3638,large,1,5
3639,medium,0,NA
3640,small,0,NA
3641,medium,1,1
3642,large,1,3
3643,small,0,NA
3644,medium,1,5
3645,small,0,NA
3646,large,0,NA
3647,medium,0,NA
3648,small,0,NA
3649,large,0,NA
3650,large,1,4
3651,large,0,NA
3652,medium,0,NA
3653,large,1,4
3654,large,1,5
3655,small,0,NA
3656,medium,0,NA
3657,small,0,NA
3658,small,0,NA
3659,large,1,3
3660,small,1,1
3661,medium,0,NA
3662,large,0,NA
3663,large,0,NA
3664,large,0,NA
3665,large,1,3
3666,small,0,NA
3667,large,1,4
3668,medium,1,3
3669,small,0,NA
3670,large,0,NA
3671,small,0,NA
3672,medium,0,NA
3673,large,1,5
3674,small,0,NA
3675,medium,0,NA
3676,large,0,NA
3677,medium,0,NA
3678,medium,1,4
3679,small,0,NA
3680,small,0,NA
3681,small,0,NA
3682,small,0,NA
3683,medium,0,NA
3684,medium,0,NA
3685,large,1,3
3686,large,1,5
3687,medium,1,2
3688,small,1,2
3689,small,0,NA
3690,medium,1,4
3691,large,1,4
3692,large,1,4
3693,small,1,3
3694,small,0,NA
3695,small,1,1
3696,medium,0,NA
3697,large,1,5
3698,large,1,5
3699,medium,1,3
3700,small,0,NA
3701,large,1,4
3702,small,0,NA
3703,medium,0,NA
3704,large,1,3
3705,medium,0,NA
3706,small,1,1
3707,small,0,NA
3708,medium,0,NA
3709,medium,1,5
3710,large,1,5
3711,medium,1,3
3712,medium,0,NA
3713,small,1,5
3714,small,0,NA
3715,medium,0,NA
3716,small,0,NA
3717,small,0,NA
3718,medium,0,NA
3719,small,0,NA
3720,small,0,NA
3721,small,1,2
3722,medium,0,NA
3723,large,1,4
3724,medium,0,NA
3725,small,0,NA
3726,large,1,3
3727,medium,0,NA
3728,large,1,5
3729,large,0,NA
3730,large,0,NA
3731,small,0,NA
3732,medium,0,NA
3733,medium,0,NA
3734,large,1,2
3735,small,0,NA
3736,medium,0,NA
3737,small,1,1
3738,medium,1,3
3739,medium,0,NA
3740,large,1,4
3741,medium,1,3
3742,large,1,5
3743,medium,1,2
3744,large,1,4
3745,medium,0,NA
3746,medium,0,NA
3747,large,1,2
3748,medium,0,NA
3749,large,0,NA
3750,large,0,NA
3751,small,0,NA
3752,large,1,5
3753,medium,1,1
3754,medium,1,4
3755,large,0,NA
3756,small,0,NA
3757,small,0,NA
3758,large,1,5
3759,large,1,5
3760,small,0,NA
3761,medium,0,NA
3762,small,1,2
3763,large,1,2
3764,medium,0,NA
3765,medium,1,3
3766,large,1,5
3767,large,1,5
3768,large,1,5
3769,large,1,3
3770,small,0,NA
3771,small,0,NA
3772,small,0,NA
3773,medium,0,NA
3774,large,1,5
3775,small,0,NA
3776,medium,0,NA
3777,small,0,NA
3778,small,0,NA
3779,large,1,5
3780,small,1,1
3781,large,1,5
3782,medium,0,NA
3783,large,1,5
3784,large,0,NA
3785,small,1,5
3786,small,1,1
3787,small,0,NA
3788,medium,1,5
3789,medium,0,NA
3790,medium,1,5
3791,medium,0,NA
3792,large,1,3
3793,small,0,NA
3794,small,0,NA
3795,small,0,NA
3796,small,0,NA
3797,medium,0,NA
3798,small,0,NA
3799,medium,1,3
3800,large,1,5
3801,medium,0,NA
3802,small,0,NA
3803,medium,0,NA
3804,medium,1,1
3805,medium,1,5
3806,small,0,NA
3807,small,0,NA
3808,small,1,3
3809,medium,0,NA
3810,large,1,3
3811,medium,1,5
3812,large,1,3
3813,small,0,NA
3814,small,1,3
3815,small,0,NA
3816,small,0,NA
3817,large,1,5
3818,large,1,4
3819,large,1,2
3820,medium,0,NA
3821,medium,0,NA
3822,small,0,NA
3823,small,1,1
3824,large,0,NA
3825,small,0,NA
3826,medium,1,5
3827,large,1,4
3828,small,0,NA
3829,small,0,NA
3830,medium,1,3
3831,large,0,NA
3832,large,0,NA
3833,small,1,5
3834,small,0,NA
3835,small,0,NA
3836,small,1,1
3837,medium,0,NA
3838,small,0,NA
3839,medium,1,2
3840,medium,0,NA
3841,small,0,NA
3842,small,0,NA
3843,small,0,NA
3844,small,0,NA
3845,large,1,5
3846,large,1,4
3847,large,0,NA
3848,medium,0,NA
3849,medium,0,NA
3850,small,0,NA
3851,medium,0,NA
3852,medium,0,NA
3853,small,0,NA
3854,large,0,NA
3855,medium,0,NA
3856,large,0,NA
3857,large,1,5
3858,medium,0,NA
3859,medium,0,NA
3860,medium,0,NA
3861,large,1,5
3862,small,0,NA
3863,large,0,NA
3864,medium,1,4
3865,large,1,5
3866,small,1,2
3867,large,1,3
3868,small,0,NA
3869,large,1,4
3870,medium,1,1
3871,medium,1,5
3872,large,0,NA
3873,small,0,NA
3874,large,1,5
3875,large,0,NA
3876,small,1,4
3877,medium,1,5
3878,medium,0,NA
3879,small,0,NA
3880,small,0,NA
3881,medium,1,3
3882,medium,1,3
3883,medium,0,NA
3884,medium,0,NA
3885,medium,1,4
3886,small,0,NA
3887,medium,0,NA
3888,large,1,2
3889,medium,0,NA
3890,medium,0,NA
3891,large,1,4
3892,large,0,NA
3893,small,0,NA
3894,medium,1,2
3895,large,0,NA
3896,small,1,2
3897,large,1,2
3898,large,1,5
3899,small,1,5
3900,large,1,4
3901,small,1,3
3902,large,1,5
3903,medium,0,NA
3904,large,1,5
3905,small,0,NA
3906,large,1,5
3907,medium,0,NA
3908,large,1,3
3909,small,0,NA
3910,large,1,5
3911,large,0,NA
3912,small,1,3
3913,large,1,5
3914,medium,0,NA
3915,small,0,NA
3916,large,1,5
3917,medium,0,NA
3918,small,0,NA
3919,large,1,5
3920,small,0,NA
3921,medium,0,NA
3922,large,0,NA
3923,medium,0,NA
3924,medium,1,5
3925,large,1,5
3926,large,1,4
3927,medium,1,1
3928,large,1,5
3929,medium,1,3
3930,large,1,5
3931,medium,0,NA
3932,small,0,NA
3933,small,0,NA
3934,small,0,NA
3935,small,0,NA
3936,medium,1,5
3937,large,0,NA
3938,large,1,5
3939,small,0,NA
3940,medium,0,NA
3941,small,0,NA
3942,small,0,NA
3943,large,1,5
3944,small,0,NA
3945,small,0,NA
3946,large,1,5
3947,small,0,NA
3948,medium,0,NA
3949,small,0,NA
3950,medium,0,NA
3951,small,0,NA
3952,large,1,3
3953,medium,0,NA
3954,small,0,NA
3955,large,1,4
3956,large,1,4
3957,medium,0,NA
3958,medium,0,NA
3959,small,0,NA
3960,small,0,NA
3961,large,1,5
3962,small,0,NA
3963,large,1,3
3964,small,1,1
3965,large,1,4
3966,large,1,5
3967,large,1,5
3968,small,0,NA
3969,small,1,5
3970,medium,0,NA
3971,large,1,5
3972,small,0,NA
3973,large,1,4
3974,small,0,NA
3975,medium,1,1
3976,medium,1,5
3977,large,1,5
3978,small,0,NA
3979,medium,0,NA
3980,medium,0,NA
3981,small,0,NA
3982,small,1,2
3983,medium,0,NA
3984,medium,0,NA
3985,small,0,NA
3986,medium,1,2
3987,medium,1,2
3988,medium,1,1
3989,large,1,5
3990,medium,0,NA
3991,medium,1,3
3992,medium,1,1
3993,large,0,NA
3994,medium,1,4
3995,large,0,NA
3996,large,1,4
3997,medium,0,NA
3998,small,1,3
3999,small,0,NA
4000,large,0,NA
4001,small,0,NA
4002,small,0,NA
4003,small,0,NA
4004,small,0,NA
4005,large,0,NA
4006,medium,0,NA
4007,medium,0,NA
4008,large,1,4
4009,medium,1,3
4010,small,0,NA
4011,large,1,4
4012,medium,0,NA
4013,large,1,4
4014,small,0,NA
4015,large,1,5
4016,large,1,4
4017,small,0,NA
4018,large,1,3
4019,medium,1,1
4020,medium,0,NA
4021,small,0,NA
4022,medium,0,NA
4023,small,1,5
4024,small,0,NA
4025,small,1,4
4026,small,1,5
4027,large,1,3
4028,large,1,5
4029,medium,0,NA
4030,medium,1,4
4031,medium,0,NA
4032,large,1,5
4033,large,0,NA
4034,medium,1,4
4035,medium,0,NA
4036,medium,0,NA
4037,large,0,NA
4038,small,0,NA
4039,medium,0,NA
4040,small,0,NA
4041,large,1,4
4042,large,1,5
4043,small,0,NA
4044,large,1,5
4045,small,0,NA
4046,large,1,4
4047,medium,0,NA
4048,small,1,2
4049,medium,0,NA
4050,small,0,NA
4051,large,1,4
4052,large,0,NA
4053,small,0,NA
4054,medium,1,4
4055,large,0,NA
4056,large,1,4
4057,small,0,NA
4058,large,1,4
4059,medium,0,NA
4060,large,1,5
4061,small,0,NA
4062,medium,0,NA
4063,small,0,NA
4064,medium,1,2
4065,medium,0,NA
4066,large,0,NA
4067,large,1,5
4068,medium,0,NA
4069,large,0,NA
4070,small,1,1
4071,large,1,5
4072,small,1,1
4073,small,0,NA
4074,small,1,3
4075,medium,0,NA
4076,medium,1,5
4077,large,1,4
4078,medium,0,NA
4079,medium,1,5
4080,large,0,NA
4081,large,1,5
4082,small,0,NA
4083,medium,0,NA
4084,medium,0,NA
4085,medium,0,NA
4086,medium,0,NA
4087,large,1,3
4088,large,1,2
4089,medium,1,5
4090,large,1,4
4091,small,0,NA
4092,small,0,NA
4093,medium,1,4
4094,large,1,2
4095,small,0,NA
4096,small,0,NA
4097,medium,1,3
4098,large,1,5
4099,small,0,NA
4100,large,0,NA
4101,medium,0,NA
4102,large,1,5
4103,small,0,NA
4104,medium,0,NA
4105,large,1,5
4106,small,0,NA
4107,large,1,5
4108,large,1,5
4109,small,0,NA
4110,large,1,4
4111,small,0,NA
4112,large,1,4
4113,medium,0,NA
4114,medium,0,NA
4115,large,1,5
4116,large,0,NA
4117,large,1,5
4118,large,1,4
4119,large,0,NA
4120,small,0,NA
4121,small,0,NA
4122,medium,0,NA
4123,small,0,NA
4124,small,1,2
4125,small,0,NA
4126,medium,0,NA
4127,medium,0,NA
4128,large,1,5
4129,small,0,NA
4130,large,1,5
4131,small,0,NA
4132,small,0,NA
4133,medium,0,NA
4134,small,0,NA
4135,small,0,NA
4136,small,0,NA
4137,medium,1,5
4138,large,1,5
4139,medium,0,NA
4140,small,0,NA
4141,large,1,4
4142,medium,0,NA
4143,large,0,NA
4144,small,0,NA
4145,small,0,NA
4146,medium,0,NA
4147,medium,0,NA
4148,medium,0,NA
4149,small,0,NA
4150,medium,1,5
4151,medium,0,NA
4152,large,1,5
4153,small,0,NA
4154,large,1,5
4155,medium,1,5
4156,large,1,5
4157,medium,0,NA
4158,small,0,NA
4159,small,1,4
4160,large,1,4
4161,large,0,NA
4162,large,0,NA
4163,medium,0,NA
4164,small,0,NA
4165,medium,1,5
4166,large,0,NA
4167,large,1,4
4168,large,1,5
4169,medium,1,1
4170,medium,0,NA
4171,medium,1,1
4172,medium,1,3
4173,medium,1,3
4174,medium,0,NA
4175,large,1,5
4176,large,0,NA
4177,medium,1,5
4178,small,0,NA
4179,medium,0,NA
4180,large,0,NA
4181,large,0,NA
4182,small,0,NA
4183,large,1,4
4184,small,1,3
4185,large,0,NA
4186,small,0,NA
4187,large,1,5
4188,medium,1,3
4189,medium,1,5
4190,medium,0,NA
4191,medium,0,NA
4192,medium,0,NA
4193,large,0,NA
4194,medium,1,2
4195,small,0,NA
4196,large,1,5
4197,large,1,5
4198,medium,1,5
4199,small,0,NA
4200,medium,0,NA
4201,small,0,NA
4202,large,1,4
4203,small,0,NA
4204,medium,1,3
4205,medium,0,NA
4206,medium,0,NA
4207,medium,0,NA
4208,medium,1,5
4209,medium,1,3
4210,large,0,NA
4211,medium,1,5
4212,medium,1,2
4213,large,1,5
4214,large,1,4
4215,medium,1,5
4216,small,0,NA
4217,small,0,NA
4218,small,0,NA
4219,small,0,NA
4220,medium,0,NA
4221,large,0,NA
4222,medium,0,NA
4223,large,1,5
4224,small,0,NA
4225,small,0,NA
4226,medium,1,5
4227,large,0,NA
4228,small,1,4
4229,small,0,NA
4230,medium,1,1
4231,medium,1,3
4232,small,0,NA
4233,large,0,NA
4234,small,0,NA
4235,large,0,NA
4236,large,1,4
4237,large,1,5
4238,medium,0,NA
4239,large,1,4
4240,small,0,NA
4241,small,0,NA
4242,medium,0,NA
4243,small,0,NA
4244,small,1,1
4245,medium,1,4
4246,medium,0,NA
4247,medium,0,NA
4248,medium,1,2
4249,medium,1,4
4250,small,0,NA
4251,medium,0,NA
4252,large,1,3
4253,large,1,4
4254,medium,1,4
4255,large,1,3
4256,large,0,NA
4257,medium,1,3
4258,large,1,3
4259,small,0,NA
4260,small,0,NA
4261,large,0,NA
4262,medium,1,3
4263,medium,0,NA
4264,large,1,5
4265,small,0,NA
4266,large,0,NA
4267,large,1,5
4268,small,0,NA
4269,medium,0,NA
4270,large,0,NA
4271,large,1,5
4272,small,0,NA
4273,large,0,NA
4274,large,1,5
4275,large,1,5
4276,medium,0,NA
4277,large,1,3
4278,medium,1,3
4279,large,1,2
4280,medium,1,3
4281,medium,0,NA
4282,small,0,NA
4283,small,0,NA
4284,small,0,NA
4285,medium,0,NA
4286,medium,0,NA
4287,large,1,3
4288,small,0,NA
4289,medium,1,4
4290,medium,1,3
4291,large,1,4
4292,medium,0,NA
4293,medium,0,NA
4294,large,0,NA
4295,medium,0,NA
4296,small,0,NA
4297,medium,0,NA
4298,large,0,NA
4299,medium,0,NA
4300,medium,1,1
4301,small,0,NA
4302,small,0,NA
4303,medium,0,NA
4304,small,0,NA
4305,medium,1,4
4306,small,0,NA
4307,large,1,2
4308,medium,1,5
4309,medium,1,3
4310,small,0,NA
4311,medium,0,NA
4312,large,0,NA
4313,small,0,NA
4314,medium,1,3
4315,large,1,4
4316,small,0,NA
4317,small,0,NA
4318,large,1,2
4319,medium,0,NA
4320,small,0,NA
4321,small,0,NA
4322,small,0,NA
4323,medium,1,2
4324,small,0,NA
4325,small,0,NA
4326,medium,1,3
4327,large,1,5
4328,small,0,NA
